REGION_NAME     ,DIVISION_NAME   ,COUNCIL_NAME              ,POLLING_STATION                                  ,POLLING_STATIONS_COUNT
                ,                ,                          ,BESSOM MARKET SQUARE / A                         ,1
                ,                ,                          ,C.B.C. ASHONG / A                                ,1
                ,                ,                          ,C.B.C. EFIT / A                                  ,1
                ,                ,                          ,C.B.C. OSHUM / A                                 ,1
                ,                ,                          ,C.S ENYOH / A                                    ,1
                ,                ,                          ,C.S. AWOM GUZANG / A                             ,1
                ,                ,                          ,CHOABOH MARKET SQUARE / A                        ,1
                ,                ,                          ,COM. HALL OSEI-TIBEN / A                         ,1
                ,                ,                          ,COURT HALL BATIBO / A                            ,1
                ,                ,                          ,COURT HALL BATIBO / B                            ,1
                ,                ,                          ,COURT HALL BATIBO / C                            ,1
                ,                ,                          ,EFAH COMMUNITY HALL / A                          ,1
                ,                ,                          ,EFAH COMMUNITY HALL / B                          ,1
                ,                ,                          ,ENAI SQUARE / A                                  ,1
                ,                ,                          ,G .S. EWAI / A                                   ,1
                ,                ,                          ,G.B.S. EFAH / A                                  ,1
                ,                ,                          ,G.H.S. BATIBO / A                                ,1
                ,                ,                          ,G.H.S. ENYOH / A                                 ,1
                ,                ,                          ,G.S ANGIE / A                                    ,1
                ,                ,                          ,G.S ANONG / A                                    ,1
                ,                ,                          ,G.S ASHONG / A                                   ,1
                ,                ,                          ,G.S ENWEN / A                                    ,1
                ,                ,                          ,G.S WUMUNGONG / A                                ,1
                ,                ,                          ,G.S. AWOM / A                                    ,1
                ,                ,                          ,G.S. BATIBO / A                                  ,1
                ,                ,                          ,G.S. BATIBO / B                                  ,1
                ,                ,                          ,G.S. EWOH / A                                    ,1
                ,                ,                          ,G.S. GUNDA BESSI / A                             ,1
                ,                ,                          ,G.S. GUZANG GROUP I / A                          ,1
                ,                ,                          ,G.S. GUZANG GROUP II / A                         ,1
                ,                ,                          ,G.S. GUZANG GROUP II / B                         ,1
                ,                ,                          ,G.S. KON / A                                     ,1
                ,                ,                          ,G.S. KUENOM / A                                  ,1
                ,                ,                          ,G.S. KULABEI / A                                 ,1
                ,                ,                          ,G.S. KURUKU / A                                  ,1
                ,                ,                          ,G.S. KUZAM / A                                   ,1
                ,                ,                          ,G.S. LOWER BESSI / A                             ,1
                ,                ,                          ,G.S. LOWER BESSI / B                             ,1
                ,                ,                          ,G.S. MBENGANG / A                                ,1
                ,                ,                          ,G.S. MBENGOCK / A                                ,1
                ,                ,                          ,G.S. NEWTOWN ASHONG / A                          ,1
                ,                ,                          ,G.S. NGAKU ASHONG / A                            ,1
                ,                ,                          ,G.S. NGAKU ASHONG / B                            ,1
                ,                ,                          ,G.S. NGYEN-MUWAH / A                             ,1
                ,                ,                          ,G.S. NJEN / A                                    ,1
                ,                ,                          ,G.S. NNEN / A                                    ,1
                ,                ,                          ,G.S. NUMBEN / A                                  ,1
                ,                ,                          ,G.S. NYENJEI / A                                 ,1
                ,                ,                          ,G.S. OSHUM / A                                   ,1
                ,                ,                          ,G.S. TETU-NJEI / A                               ,1
                ,                ,                          ,G.S. TETU-NJEI / B                               ,1
                ,                ,                          ,G.S. TIBEN / A                                   ,1
                ,                ,                          ,G.S. UPPER BESSI / A                             ,1
                ,                ,                          ,G.S. UPPER BESSI / B                             ,1
                ,                ,                          ,G.S.OFEN / A                                     ,1
                ,                ,                          ,G.T.C KULABEI / A                                ,1
                ,                ,                          ,GLOBAL FRONTIER / A                              ,1
                ,                ,                          ,GREEN VALLEY / A                                 ,1
                ,                ,                          ,GUNJONG MARKET SQUARE / A                        ,1
                ,                ,                          ,GVMT. SCHOOL BESSOM / A                          ,1
                ,                ,                          ,HILL TOP GUZANG / A                              ,1
                ,                ,                          ,KOROGHAN EWAI / A                                ,1
                ,                ,                          ,KOROKWE MARKET SQUARE / A                        ,1
                ,                ,                          ,KUGWE MARKET SQUARE / A                          ,1
                ,                ,                          ,KUGWE MARKET SQUARE / B                          ,1
                ,                ,                          ,KUROBEI MARKET SQUARE / A                        ,1
                ,                ,                          ,KUROJOH EFAH / A                                 ,1
                ,                ,                          ,KURONYIH MARKET SQUARE / A                       ,1
                ,                ,                          ,KUROWAN MARKET SQUARE / A                        ,1
                ,                ,                          ,NEWTOWN ASHONG MARKET / A                        ,1
                ,                ,                          ,NJINYEN MARKET SQUARE / A                        ,1
                ,                ,                          ,TAD MARKET SQUARE / A                            ,1
                ,                ,                          ,TAD MARKET SQUARE / B                            ,1
                ,                ,                          ,TEKIEN MARKET SQUARE / A                         ,1
                ,                ,MBENGWI                   ,                                                 ,54
                ,                ,                          ,ACHA-TUGI HOSPITAL / A                           ,1
                ,                ,                          ,C.S NJINDOM / A                                  ,1
                ,                ,                          ,C.S. MBENGWI / A                                 ,1
                ,                ,                          ,C.S. MBENGWI / B                                 ,1
                ,                ,                          ,C.S. MBENGWI / C                                 ,1
                ,                ,                          ,C.S. MBENGWI / D                                 ,1
                ,                ,                          ,C.S. MBENGWI / E                                 ,1
                ,                ,                          ,EJEE MARKET SQUARE / A                           ,1
                ,                ,                          ,G.S .BESSI-FOMUKONG / A                          ,1
                ,                ,                          ,G.S .FRINGYEN / A                                ,1
                ,                ,                          ,G.S ANGLO ARABIC / A                             ,1
                ,                ,                          ,G.S BOME / A                                     ,1
                ,                ,                          ,G.S DOM / A                                      ,1
                ,                ,                          ,G.S GUNEKU / A                                   ,1
                ,                ,                          ,G.S KAI / A                                      ,1
                ,                ,                          ,G.S KOBENYANG / A                                ,1
                ,                ,                          ,G.S MBEMI / A                                    ,1
                ,                ,                          ,G.S MBENGEHANG / A                               ,1
                ,                ,                          ,G.S MUNAM / A                                    ,1
                ,                ,                          ,G.S NJINIBI / A                                  ,1
                ,                ,                          ,G.S TONEKU / A                                   ,1
                ,                ,                          ,G.S. CHIGWIRI / A                                ,1
                ,                ,                          ,G.S. CHIGWIRI / B                                ,1
                ,                ,                          ,G.S. FUN / A                                     ,1
                ,                ,                          ,G.S. NGWOKWONG / A                               ,1
                ,                ,                          ,G.S. NJAAH / A                                   ,1
                ,                ,                          ,G.S. NJAH-ETU / A                                ,1
                ,                ,                          ,G.S. NJEKWO / A                                  ,1
                ,                ,                          ,G.S. TUANYANG / A                                ,1
                ,                ,                          ,G.S. TUDIG / A                                   ,1
                ,                ,                          ,G.S. TUGI / A                                    ,1
                ,                ,                          ,G.S. WUMNEBURG / A                               ,1
                ,                ,                          ,G.S. WUMSOM / A                                  ,1
                ,                ,                          ,G.S. ZANG-TABI / A                               ,1
                ,                ,                          ,MBENGWI COUNCIL HALL / A                         ,1
                ,                ,                          ,MBENGWI COUNCIL HALL / B                         ,1
                ,                ,                          ,MBENGWI COUNCIL HALL / C                         ,1
                ,                ,                          ,MBENGWI COUNCIL HALL / D                         ,1
                ,                ,                          ,MBENGWI COUNCIL HALL / E                         ,1
                ,                ,                          ,NGAMUNGEH MARKET SQUARE / A                      ,1
                ,                ,                          ,NGYEN-MBO COMMUNITY HALL / A                     ,1
                ,                ,                          ,NGYEN-MBO COMMUNITY HALL / B                     ,1
                ,                ,                          ,NJIMETU MARKET SQUARE / A                        ,1
                ,                ,                          ,NYEN COOPERTIVE HALL / A                         ,1
                ,                ,                          ,P.C BARAKWE / A                                  ,1
                ,                ,                          ,P.C CHUP / A                                     ,1
                ,                ,                          ,P.C GUNDOM / A                                   ,1
                ,                ,                          ,P.C KU-BOME / A                                  ,1
                ,                ,                          ,P.C. MBENGWI / A                                 ,1
                ,                ,                          ,P.C. MBENGWI / B                                 ,1
                ,                ,                          ,P.C. NJINIGOM / A                                ,1
                ,                ,                          ,P.C. TUOCHUP / A                                 ,1
                ,                ,                          ,P.C. ZEM / A                                     ,1
                ,                ,                          ,SANG MARKET SQUARE / A                           ,1
                ,                ,NJIKWA                    ,                                                 ,40
                ,                ,                          ,ACHUAKA BAKWA HALL / A                           ,1
                ,                ,                          ,AGRIC POST KUTTIN / A                            ,1
                ,                ,                          ,AMCUDA HALL / A                                  ,1
                ,                ,                          ,ANDOH HALL / A                                   ,1
                ,                ,                          ,BACHAZA HALL / A                                 ,1
                ,                ,                          ,BAIKU HALL / A                                   ,1
                ,                ,                          ,BAKO MARKET SQUARE / A                           ,1
                ,                ,                          ,BARIMBONG HALL / A                               ,1
                ,                ,                          ,BEMBAN HALL / A                                  ,1
                ,                ,                          ,BEREJE HALL / A                                  ,1
                ,                ,                          ,BERENANGONG HALL / A                             ,1
                ,                ,                          ,C.S. NJUMOKOD / A                                ,1
                ,                ,                          ,COOPERATIVE HALL OSHIE / A                       ,1
                ,                ,                          ,DEBLA HALL / A                                   ,1
                ,                ,                          ,FUM HALL / A                                     ,1
                ,                ,                          ,G.B.S. NJIKWA / A                                ,1
                ,                ,                          ,G.H.S. NJIKWA / A                                ,1
                ,                ,                          ,G.S. BAKO / A                                    ,1
                ,                ,                          ,G.S. BAKWA / A                                   ,1
                ,                ,                          ,G.S. BANYA / A                                   ,1
                ,                ,                          ,G.S. BASSA / A                                   ,1
                ,                ,                          ,G.S. EKWEBO / A                                  ,1
                ,                ,                          ,G.S. NGINIKAN / A                                ,1
                ,                ,                          ,G.S. SOH / A                                     ,1
                ,                ,                          ,GIKORO / A                                       ,1
                ,                ,                          ,IKWERI HALL / A                                  ,1
                ,                ,                          ,KOH HALL / A                                     ,1
                ,                ,                          ,KONDA HEALTH CENTRE / A                          ,1
                ,                ,                          ,KONDA MARKET SQUARE / A                          ,1
                ,                ,                          ,KUTTIN HEALTH CENTRE / A                         ,1
                ,                ,                          ,MBE - NGWO HALL / A                              ,1
                ,                ,                          ,MFOR ANGAH HALL / A                              ,1
                ,                ,                          ,NGEBENGE HALL / A                                ,1
                ,                ,                          ,NJIKWA COUNCIL HALL / A                          ,1
                ,                ,                          ,NJWO HALL / A                                    ,1
                ,                ,                          ,NKUN COOPERATIVE HALL / A                        ,1
                ,                ,                          ,NYEBAI HALL / A                                  ,1
                ,                ,                          ,NYIKOP HALL / A                                  ,1
                ,                ,                          ,SABRI HALL / A                                   ,1
                ,                ,                          ,TOGOBEI -KU HALL / A                             ,1
                ,                ,WIDIKUM-BOFFE             ,                                                 ,58
                ,                ,                          ,ATONG VILLAGE SQUARE / A                         ,1
                ,                ,                          ,C.S. ACHAMA / A                                  ,1
                ,                ,                          ,C.S. AMBOMBO / A                                 ,1
                ,                ,                          ,C.S. BIFANG / A                                  ,1
                ,                ,                          ,C.S. BIFANG / B                                  ,1
                ,                ,                          ,C.S. EFANG / A                                   ,1
                ,                ,                          ,C.S. WIDIKUM / A                                 ,1
                ,                ,                          ,CATHOLIC HALL EGBEACHUK / A                      ,1
                ,                ,                          ,CATHOLIC MISSION OCHIE / A                       ,1
                ,                ,                          ,COMM. HALL BANTUH / A                            ,1
                ,                ,                          ,COMM. HALL TABONCHUM / A                         ,1
                ,                ,                          ,COMM. HALL TAMBANG / A                           ,1
                ,                ,                          ,COMMUNITY HALL BIG AMBELLE / A                   ,1
                ,                ,                          ,COMMUNITY HALL DICHE II / A                      ,1
                ,                ,                          ,COMMUNITY HALL ECHENBUJI / A                     ,1
                ,                ,                          ,COMMUNITY HALL ECHIBIT / A                       ,1
                ,                ,                          ,COMMUNITY HALL EKAW / A                          ,1
                ,                ,                          ,COMMUNITY HALL LAPU / A                          ,1
                ,                ,                          ,COMMUNITY HALL MANTOH / A                        ,1
                ,                ,                          ,COOPERATIVE HALL DICHE I / A                     ,1
                ,                ,                          ,CUSTOMARY COURT HALL MENKA / A                   ,1
                ,                ,                          ,CUSTOMARY COURT HALL WIDIKUM / A                 ,1
                ,                ,                          ,CUSTOMARY COURT HALL WIDIKUM / B                 ,1
                ,                ,                          ,G.S LARRINJI / A                                 ,1
                ,                ,                          ,G.S TANKA / A                                    ,1
                ,                ,                          ,G.S WIDIKUM / A                                  ,1
                ,                ,                          ,G.S. ABEDU / A                                   ,1
                ,                ,                          ,G.S. ACHAMA / A                                  ,1
                ,                ,                          ,G.S. AKANUNKU / A                                ,1
                ,                ,                          ,G.S. ANJAKE / A                                  ,1
                ,                ,                          ,G.S. ANJING / A                                  ,1
                ,                ,                          ,G.S. AWI / A                                     ,1
                ,                ,                          ,G.S. BAMBEN / A                                  ,1
                ,                ,                          ,G.S. BARAKA / A                                  ,1
                ,                ,                          ,G.S. BARAMBICHANG II / A                         ,1
                ,                ,                          ,G.S. BIFANG / A                                  ,1
                ,                ,                          ,G.S. BIFANG / B                                  ,1
                ,                ,                          ,G.S. DINKU / A                                   ,1
                ,                ,                          ,G.S. EBENDI / A                                  ,1
                ,                ,                          ,G.S. EKA / A                                     ,1
                ,                ,                          ,G.S. EKA / B                                     ,1
                ,                ,                          ,G.S. ELUM / A                                    ,1
                ,                ,                          ,G.S. EMUA / A                                    ,1
                ,                ,                          ,G.S. ISHIA / A                                   ,1
                ,                ,                          ,G.S. KANIMBOM / A                                ,1
                ,                ,                          ,G.S. MENDA / A                                   ,1
                ,                ,                          ,G.S. NGALLA / A                                  ,1
                ,                ,                          ,G.S. NYEN / A                                    ,1
                ,                ,                          ,G.S. OLORUNTI / A                                ,1
                ,                ,                          ,G.S. TIKOM / A                                   ,1
                ,                ,                          ,GBPS DICHE 1 / A                                 ,1
                ,                ,                          ,KWAFONG CATHOLIC CHURCH / A                      ,1
                ,                ,                          ,N.A.C. MBAKOK HALL / A                           ,1
                ,                ,                          ,P.C. ANGWI / A                                   ,1
                ,                ,                          ,P.C. OFOM / A                                    ,1
                ,                ,                          ,P.S. DICHE -I / A                                ,1
                ,                ,                          ,P.S. DICHE -I / B                                ,1
                ,                ,                          ,U.A.C HALL DICHE- I / A                          ,1
                ,NGO-KETUNJIA    ,                          ,                                                 ,221
                ,                ,BABESSI                   ,                                                 ,71
                ,                ,                          ,AGRIC POST MAPUAT / A                            ,1
                ,                ,                          ,AGRIC POST MBOGHOMBAM / A                        ,1
                ,                ,                          ,ANGLO ARABIC PRIMARY SCHOOL / A                  ,1
                ,                ,                          ,BAPTIST HEALTH CENTER BANGOLAN / A               ,1
                ,                ,                          ,C.B.C.P.S. BANGOLAN / A                          ,1
                ,                ,                          ,C.S. BABA I / A                                  ,1
                ,                ,                          ,C.S. BABA I / B                                  ,1
                ,                ,                          ,C.S. BABESSI / A                                 ,1
                ,                ,                          ,C.S. BABESSI / B                                 ,1
                ,                ,                          ,C.S. BABUNGO / A                                 ,1
                ,                ,                          ,C.S. BABUNGO / B                                 ,1
                ,                ,                          ,C.S. MBENJEH / A                                 ,1
                ,                ,                          ,COMMUNITY HALL BANGOLAN / A                      ,1
                ,                ,                          ,COMMUNITY SCHOOL KUNGOH / A                      ,1
                ,                ,                          ,CO-OPERATIVE HALL MAMBIM / A                     ,1
                ,                ,                          ,CO-ORPERATIVE HALL BABA I / A                    ,1
                ,                ,                          ,CO-ORPERATIVE HALL BABA I / B                    ,1
                ,                ,                          ,FORMER G.N.S.BANGOLAN / A                        ,1
                ,                ,                          ,G. S. BABESSI / A                                ,1
                ,                ,                          ,G. S. BABESSI / B                                ,1
                ,                ,                          ,G.B.H.S. BABESSI / A                             ,1
                ,                ,                          ,G.S KANKIO / A                                   ,1
                ,                ,                          ,G.S NGUIKAM / A                                  ,1
                ,                ,                          ,G.S. BABA I / A                                  ,1
                ,                ,                          ,G.S. BABESSI / A                                 ,1
                ,                ,                          ,G.S. BABUNGO / A                                 ,1
                ,                ,                          ,G.S. BANGOLAN / A                                ,1
                ,                ,                          ,G.S. FONGOH / A                                  ,1
                ,                ,                          ,G.S. KOKIBUE / A                                 ,1
                ,                ,                          ,G.S. MAMBIM / A                                  ,1
                ,                ,                          ,G.S. MAPUAT / A                                  ,1
                ,                ,                          ,G.S. MBAKWA / A                                  ,1
                ,                ,                          ,G.S. MBANGHAGHA / A                              ,1
                ,                ,                          ,G.S. MBANKA / A                                  ,1
                ,                ,                          ,G.S. MBAWAT / A                                  ,1
                ,                ,                          ,G.S. MBINZE / A                                  ,1
                ,                ,                          ,G.S. MEMBEH / A                                  ,1
                ,                ,                          ,G.S. MENUA / A                                   ,1
                ,                ,                          ,G.S. MUCHACHA / A                                ,1
                ,                ,                          ,G.S. NCHIMENDUI / A                              ,1
                ,                ,                          ,G.S. NCHINGONG / A                               ,1
                ,                ,                          ,G.S. NCHOTNCHIMBERE / A                          ,1
                ,                ,                          ,G.S. NDUMENKWI / A                               ,1
                ,                ,                          ,G.S. NKAR FINKWI / A                             ,1
                ,                ,                          ,G.S. NTOH / A                                    ,1
                ,                ,                          ,G.S. NTOH SWIFI / A                              ,1
                ,                ,                          ,G.S. NZOMANYI / A                                ,1
                ,                ,                          ,G.S. QUEBESSI / A                                ,1
                ,                ,                          ,G.S. TAKONG / A                                  ,1
                ,                ,                          ,G.S.S VENGO / A                                  ,1
                ,                ,                          ,G.S.S. VEMNGANG / A                              ,1
                ,                ,                          ,G.S.TSENKA / A                                   ,1
                ,                ,                          ,HEALTH CENTER BABUNGO / A                        ,1
                ,                ,                          ,MARKET SQUARE / A                                ,1
                ,                ,                          ,MARKET SQUARE / B                                ,1
                ,                ,                          ,MBAW QUARTER HALL / A                            ,1
                ,                ,                          ,MBEZOR QUARTER HALL / A                          ,1
                ,                ,                          ,P.S. BABA I / A                                  ,1
                ,                ,                          ,P.S. MBUNGWI / A                                 ,1
                ,                ,                          ,PRIMARY HEALTH POST BABUNGO / A                  ,1
                ,                ,                          ,SAMBA HALL CHIKAW / A                            ,1
                ,                ,                          ,SAMBA HALL IBIA / A                              ,1
                ,                ,                          ,SAMBA HALL IBOW / A                              ,1
                ,                ,                          ,SAMBA HALL MBUKONG / A                           ,1
                ,                ,                          ,SAMBA HALL NKAR FINKWI / A                       ,1
                ,                ,                          ,SAMBA HALL QUEBESSI / A                          ,1
                ,                ,                          ,SAMBA HALL TOH WANSAI / A                        ,1
                ,                ,                          ,TATA MALLAM QUARTER HALL / A                     ,1
                ,                ,                          ,TATA PUZUH QUARTER HALL / A                      ,1
                ,                ,                          ,TATAYEANGANG QUARTER HALL / A                    ,1
                ,                ,                          ,VERTERINARY POST BANGOLAN / A                    ,1
                ,                ,BALI-KUMBAT               ,                                                 ,53
                ,                ,                          ,AKUMUM GOVERNMENT SCHOOL / A                     ,1
                ,                ,                          ,BACKYIT CATHOLIC CHURCH / A                      ,1
                ,                ,                          ,BALIGANSIN G.S. / A                              ,1
                ,                ,                          ,BALIKUMBAT G.H.S. / A                            ,1
                ,                ,                          ,BALIKUMBAT HEALTH CENTRE / A                     ,1
                ,                ,                          ,BALIKUMBAT HEALTH CENTRE / B                     ,1
                ,                ,                          ,BALOM HEALTH CENTRE / A                          ,1
                ,                ,                          ,BAMUNKUMBIT G.S.S. / A                           ,1
                ,                ,                          ,DEULEU GOV'T SCHOOL / A                          ,1
                ,                ,                          ,EKWO GOVERNMENT SCHOOL / A                       ,1
                ,                ,                          ,FOMBANGUM G.S. / A                               ,1
                ,                ,                          ,G.S. BALIKUMBAT / A                              ,1
                ,                ,                          ,GWANYIT GOV'T SCHOOL / A                         ,1
                ,                ,                          ,HAUSA G.N.S (FORMER) / A                         ,1
                ,                ,                          ,HAUSA G.N.S (FORMER) / B                         ,1
                ,                ,                          ,JOGURU CATHOLIC SCHOOL / A                       ,1
                ,                ,                          ,LAMISSANG MEETING HOUSE / A                      ,1
                ,                ,                          ,MAIN MARKET CUSTOMARY COURT / A                  ,1
                ,                ,                          ,MANJOM G.S. / A                                  ,1
                ,                ,                          ,MANJOM G.S. ALUMLI / A                           ,1
                ,                ,                          ,MBAKWA PRESBYTERIAN CHURCH / A                   ,1
                ,                ,                          ,MBALEUGH 4 CORNERS - MAJONG HOUSE / A            ,1
                ,                ,                          ,MBANGANG GOV'T SCHOOL / A                        ,1
                ,                ,                          ,MBANGANG GOV'T SCHOOL / B                        ,1
                ,                ,                          ,MBANKA C.S. / A                                  ,1
                ,                ,                          ,MBANTAP FULL GOSPEL CHURCH / A                   ,1
                ,                ,                          ,MBANTI AGRIC POST / A                            ,1
                ,                ,                          ,MBASHIE C.S. / A                                 ,1
                ,                ,                          ,MEMBIENPAH MANJONG HOUSE / A                     ,1
                ,                ,                          ,MENJIH CATHOLIC CHURCH / A                       ,1
                ,                ,                          ,MENJONG 4 CORNERS - MAJONG HOUSE / A             ,1
                ,                ,                          ,MILE ZERO - MANJONG HOUSE / A                    ,1
                ,                ,                          ,MUJONGKUNG P.C. / A                              ,1
                ,                ,                          ,MULAFI G.S. / A                                  ,1
                ,                ,                          ,MUNANJI PRESBYTERIAN CHURCH / A                  ,1
                ,                ,                          ,MUNCHU GOV'T SCHOOL / A                          ,1
                ,                ,                          ,MUNDUA PRESBYTERIAN CHURCH / A                   ,1
                ,                ,                          ,NDUMWET BADO HALL / A                            ,1
                ,                ,                          ,NGOLANEPKAT C.S. / A                             ,1
                ,                ,                          ,NGONGO CATHOLIC SCHOOL / A                       ,1
                ,                ,                          ,NJACTANG 4 CORNERS - MANJONG HOUSE / A           ,1
                ,                ,                          ,NJANUNG GOV'T SCHOOL / A                         ,1
                ,                ,                          ,NJENKA C.S. / A                                  ,1
                ,                ,                          ,NJINDEM MEETING HOUSE / A                        ,1
                ,                ,                          ,NTEFON COMMUNITY HALL / A                        ,1
                ,                ,                          ,NYAMBU KODUNA G.S. / A                           ,1
                ,                ,                          ,NYONGSONGHA BADO HALL / A                        ,1
                ,                ,                          ,NYUGU C.B.C CHURCH / A                           ,1
                ,                ,                          ,P.C. FOUR CORNERS / A                            ,1
                ,                ,                          ,PILIMBO COMMUNITY HALL / A                       ,1
                ,                ,                          ,SMALL MARKET PRESBY. SCHOOL / A                  ,1
                ,                ,                          ,TOUNKUNG GOV'T SCHOOL / A                        ,1
                ,                ,                          ,WAPU GOV'T SCHOOL / A                            ,1
                ,                ,NDOP                      ,                                                 ,97
                ,                ,                          ,AGRIC POST BAMBALANG / A                         ,1
                ,                ,                          ,BAMESSING HEALTH CENTRE / A                      ,1
                ,                ,                          ,C.B.C CHURCH MBASHO / A                          ,1
                ,                ,                          ,C.B.C SCHOOL BAMALI / A                          ,1
                ,                ,                          ,C.B.C SCHOOL BAMALI / B                          ,1
                ,                ,                          ,C.B.C. CHURCH MEWEIFU / A                        ,1
                ,                ,                          ,C.B.C. SCHOOL MBAMONG / A                        ,1
                ,                ,                          ,C.B.C. SCHOOL MBAMONG / B                        ,1
                ,                ,                          ,C.S. BAMALI 3 CORNERS / A                        ,1
                ,                ,                          ,C.S. NTENKA / A                                  ,1
                ,                ,                          ,CENTRAL MOSQUE BAMBALANG / A                     ,1
                ,                ,                          ,COMMUNITY HALL NDOP / A                          ,1
                ,                ,                          ,COMMUNITY HALL NDOP / B                          ,1
                ,                ,                          ,COMMUNITY NURSERY SCHOOL / A                     ,1
                ,                ,                          ,COMMUNITY NURSERY SCHOOL / B                     ,1
                ,                ,                          ,DIV. CENTRE OF TAXES / A                         ,1
                ,                ,                          ,DIV. CENTRE OF TAXES / B                         ,1
                ,                ,                          ,DIV. DEL. AGRIC / A                              ,1
                ,                ,                          ,DIV. DEL. AGRIC / B                              ,1
                ,                ,                          ,DIV. DEL. PUBLIC WORKS / A                       ,1
                ,                ,                          ,DIV. DEL. PUBLIC WORKS / B                       ,1
                ,                ,                          ,DIV. DEL. PUBLIC WORKS / C                       ,1
                ,                ,                          ,DIV.DEL. COMMERCE / A                            ,1
                ,                ,                          ,DIV.DEL. SOCIAL AFFAIRS / A                      ,1
                ,                ,                          ,DIV.DEL. SOCIAL AFFAIRS / B                      ,1
                ,                ,                          ,DIV.DEL. SOCIAL AFFAIRS / C                      ,1
                ,                ,                          ,DIV.DEL. YOUTH AFFAIRS / A                       ,1
                ,                ,                          ,DIVISIONAL OFFICE NDOP / A                       ,1
                ,                ,                          ,ECOLE FRANCOPHONE / A                            ,1
                ,                ,                          ,G S. MBEGHANG / A                                ,1
                ,                ,                          ,G. S. NTOKWE / A                                 ,1
                ,                ,                          ,G.B.H.S. BAMESSING / A                           ,1
                ,                ,                          ,G.B.S.S MBAKUONG / A                             ,1
                ,                ,                          ,G.B.S.S MBUKONG / A                              ,1
                ,                ,                          ,G.H.S BAMALI / A                                 ,1
                ,                ,                          ,G.H.S BAMALI / B                                 ,1
                ,                ,                          ,G.H.S. BAMBALANG / A                             ,1
                ,                ,                          ,G.S BAMBALANG / A                                ,1
                ,                ,                          ,G.S BAMBALANG / B                                ,1
                ,                ,                          ,G.S BAMUNKA / A                                  ,1
                ,                ,                          ,G.S MBANGSALLE / A                               ,1
                ,                ,                          ,G.S NKANGO / A                                   ,1
